Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp
Filosofi Kopi Perfecto,Kafe,"Jl. Barito I No. 21, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.32,2025-06-03 22:22:34.135640
Haidilao Hot Pot,China,"Mall Taman Anggrek, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.27,2025-06-03 22:22:34.407053
Justus Steakhouse,Barat,"Jl. Cipete Raya No. 3, Fatmawati, Jakarta Selatan",150000,4.28,2025-06-03 22:22:34.649887
C's Steak and Seafood Restaurant - Grand Hyatt Jakarta,,"Grand Hyatt Jakarta, Lantai 4
Jl. MH Thamrin Kav. 28 - 30, Thamrin, Jakarta Pusat",200000,4.32,2025-06-03 22:22:34.916393
Ramen Beast,Jepang,"Ruko Beach Boulevard, Blok B No. 68
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.6,2025-06-03 22:22:35.194173
Shabu Shiro,Jepang,"Jl. Cikajang No. 78, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.22,2025-06-03 22:22:35.435393
The Forest By Wyl's,"Indonesia,Barat","Jl. Lebak Bulus Pondok No. 8, Lebak Bulus, Jakarta Selatan",200000,4.57,2025-06-03 22:22:35.696248
Noble One,Kafe,"Gedung Toto, Lantai Lobby
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.31,2025-06-03 22:22:35.960300
Sudo Brew,Kafe,"Ruko Cleon Park, No. 8, Jakarta Garden City
Jl. Jakarta Garden City, Cakung, Jakarta Timur",75000,4.44,2025-06-03 22:22:36.209250
Mornington Kitchen & Coffee,Kafe,"Jl. Kelapa Nias Raya Blok QB5 No. 9, Kelapa Gading, Jakarta Utara",150000,4.24,2025-06-03 22:22:40.129163
Kopi Cantel,Kafe,"Jl. Kartika Candra Kav. B9, Gatot Subroto, Jakarta Selatan",50000,4.63,2025-06-03 22:22:40.386276
The Garden,Kafe,"Ruko Garden House, Blok B No. 27 - 28, Bukit Golf Mediterania
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.12,2025-06-03 22:22:40.647672
Bandarkopi,Kafe,"Jl. Taman Sari I No. 77, Cilandak, Jakarta Selatan",75000,4.35,2025-06-03 22:22:40.909010
Suji-Suan Cai Yu,China,"ASHTA District 8, Lantai Upper Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",150000,4.35,2025-06-03 22:22:41.169646
Yongdaeri,Korea,"SCBD Park, Lot 6
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.22,2025-06-03 22:22:41.447243
Starbucks,Kafe,"Plaza Festival, Lantai Upper Ground
Jl. HR Rasuna Said, Kuningan, Jakarta Selatan",75000,4.5,2025-06-03 22:22:41.708810
Seia,Indonesia,"Menara Astra, Lantai 1
Jl. Jenderal Sudirman Kav. 5 - 6, Sudirman, Jakarta Pusat",200000,4.5,2025-06-03 22:22:41.961634
Ramen SeiRock-Ya,Jepang,"Plaza Indonesia, Lantai 5
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.14,2025-06-03 22:22:42.212860
Mad Milk,Toko Roti dan Kue,"Ruko Golf Island, Blok I No. 10
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.23,2025-06-03 22:22:42.473133
P8 Cafe,Kafe,"Jl. Pinang Raya No. 8, Rawamangun, Jakarta Timur",75000,4.28,2025-06-03 22:22:42.729733
Hasea Eatery,Kafe,"Jl. Wijaya II No. 46, Wijaya, Kebayoran Baru, Jakarta Selatan",75000,4.2,2025-06-03 22:22:42.980537
Hotaru Deli,Jepang,"Grand ITC Permata Hijau, Blok Ruby No. 7
Jl. Letjen Soepeno, Permata Hijau, Jakarta Selatan",75000,4.25,2025-06-03 22:22:46.713617
Sushi Hiro,Jepang,"Mal Kelapa Gading 3, Lantai Ground, Gourmet Walk
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.21,2025-06-03 22:22:46.979585
Mie Gacoan,Indonesia,"Jl. Kesehatan Raya No. 5A, Bintaro, Jakarta Selatan",50000,4.72,2025-06-03 22:22:47.245762
Alto Restaurant & Bar - Four Seasons Hotel,Italia,"Four Seasons Hotel, Lantai 20
Jl. Gatot Subroto Kav. 18, Gatot Subroto, Jakarta Selatan",200000,4.38,2025-06-03 22:22:47.502006
Kopi Ko Acung,Indonesia,"Jl. H. Agus Salim No. 16A, Menteng, Jakarta Pusat",75000,4.3,2025-06-03 22:22:47.764401
Yongdaeri,Korea,"Neo Soho Mall, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.37,2025-06-03 22:22:48.032162
AMS&DAM,Kafe,"Jl. Pintu Air V No. 49, Pasar Baru, Sawah Besar, Jakarta Pusat",50000,4.33,2025-06-03 22:22:48.299362
Altitude Grill,Barat,"Altitude The Plaza, Lantai 46
Jl. MH Thamrin Kav. 28 - 30, Thamrin, Jakarta Pusat",200000,4.35,2025-06-03 22:22:48.584319
Tom Sushi,Jepang,"Kota Kasablanka, Lantai Upper Ground, Little Tokyo Kota Kasablanka
Jl. Casablanca Raya, Tebet, Jakarta Selatan",75000,4.38,2025-06-03 22:22:48.835232
3Point Cafe & Resto,Kafe,"Jl. Tebet Raya No. 90, Tebet, Jakarta Selatan",75000,4.26,2025-06-03 22:22:49.099329
First Crack,Kafe,"Jl. Bumi No. 10, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.16,2025-06-03 22:22:49.350971
Acta Brasserie,Barat,"Senayan Avenue
Jl. Asia Afrika Pintu IX, Senayan, Jakarta Selatan",200000,4.23,2025-06-03 22:22:49.593546
Kopi Konnichiwa,Kafe,"Jl. Tebet Barat Dalam Raya No. 8, Tebet, Jakarta Selatan",50000,4.33,2025-06-03 22:22:53.408315
B'Steak Grill & Pancake,Barat,"Standalone Lake View
Jl. Sedayu City Kelapa Gading No. 1, Kelapa Gading, Jakarta Utara",150000,4.21,2025-06-03 22:22:53.648158
Ghrana,Kafe,"Jl. Kirai I No. 36B, Darmawangsa, Kebayoran Baru, Jakarta Selatan",50000,4.38,2025-06-03 22:22:53.907063
Mie Gacoan,Indonesia,"Jl. Mangga Besar Raya No. 104, Mangga Besar, Jakarta Barat",50000,4.76,2025-06-03 22:22:54.177942
Anigre - Sheraton Grand Jakarta Gandaria City Hotel,,"Sheraton Grand Jakarta Gandaria City Hotel, Lantai Upper Ground
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",200000,4.18,2025-06-03 22:22:54.453036
TWG Tea Salon & Boutique,Kafe,"Plaza Senayan, Lantai 1
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.18,2025-06-03 22:22:54.713369
Sate Waru,Indonesia,"Jl. Gedung Hijau Raya No. 88, Pondok Indah, Jakarta Selatan",75000,4.22,2025-06-03 22:22:54.968400
Haidilao Hot Pot,China,"Mall of Indonesia, Lantai Ground
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",200000,4.25,2025-06-03 22:22:55.226797
Gioi Asian Bistro & Lounge,"Barat,Indonesia","Jl. Dr. Kusuma Atmaja No. 85, Menteng, Jakarta Pusat",200000,4.21,2025-06-03 22:22:55.486226
Ombe Kofie,Kafe,"Arcade Business Center
Jl. Pantai Utara I No. 2, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.23,2025-06-03 22:22:55.742848
Namamia Coffee & Eatery,Kafe,"Jl. Raya Pos Pengumben No. 49, Kebon Jeruk, Jakarta Barat",75000,4.18,2025-06-03 22:22:55.997206
KOI The,Kafe,"Kemang Village (Lippo Mall Kemang), Lantai Ground
Jl. Pangeran Antasari, Kemang, Jakarta Selatan",50000,4.42,2025-06-03 22:22:56.271123
Supergrain,Kafe,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.22,2025-06-03 22:22:59.970526
Suasana Kopi,Kafe,"Row 9
Jl. Bulungan No. 9, Blok M, Kebayoran Baru, Jakarta Selatan",50000,4.31,2025-06-03 22:23:00.197025
Kaneki,Kafe,"Jl. Prapanca Raya No. 103, Darmawangsa, Kebayoran Baru, Jakarta Selatan",75000,4.47,2025-06-03 22:23:00.467854
Born Ga,Korea,"Neo Soho Mall, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.19,2025-06-03 22:23:00.732693
Fillmore Coffee,Kafe,"Suites@Seven Residence
Jl. Karet Pedurenan Gang H. Sidik No. 7, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.14,2025-06-03 22:23:00.995468
Mala Kitchen,China,"Jl. Boulevard Raya Blok QJ3 No. 11, Kelapa Gading, Jakarta Utara",50000,4.26,2025-06-03 22:23:01.261978
The RR Chocolate,Kafe,"Jl. Senopati No. 23, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.29,2025-06-03 22:23:01.536965
Kastil Dimsum,China,"Gedung Sarinah, Lantai 2
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.19,2025-06-03 22:23:01.795010
Becca's Bakehouse,Kafe,"Jl. Pluit Karang Barat Blok G6 No. 36, Muara Karang, Penjaringan, Jakarta Utara",75000,4.08,2025-06-03 22:23:02.042197
Kembang Tandjoeng,Indonesia,"Griya Batik Semar, Lantai 1
Jl. Tomang Raya No. 54, Tomang, Jakarta Barat",75000,4.16,2025-06-03 22:23:02.247244
William's,"Barat,Indonesia","Jl. Tulodong Atas No. 28, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.17,2025-06-03 22:23:02.514889
Chateraise,Toko Kue,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.09,2025-06-03 22:23:02.770608
Layar Seafood,Indonesia,"Jl. Sedayu Boulevard Raya No. 1, Kelapa Gading, Jakarta Utara",150000,4.47,2025-06-03 22:23:06.434754
Sohre Coffee,Kafe,"Jl. Bendungan Hilir Gg. IV No. 9, Bendungan Hilir, Jakarta Pusat",75000,4.47,2025-06-03 22:23:06.701714
Tatei Cafe,Kafe,"Ruko Food City, No. 22, Green Lake City
Jl. West Europe Boulevard, Cengkareng, Jakarta Barat",75000,4.21,2025-06-03 22:23:06.975970
Gyu Kaku,Jepang,"Neo Soho Mall, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.14,2025-06-03 22:23:07.248210
Union Deli,Kafe,"Grand Indonesia Mall, Lantai Ground, East Mall, Central
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.11,2025-06-03 22:23:07.514164
Tokyo Belly,Jepang,"Kuningan City, Lantai Ground
Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",75000,4.24,2025-06-03 22:23:07.787459
Batavia Marina,"Indonesia,Barat","Pelabuhan Sunda Kelapa
Jl. Ancol Barat IV, Ancol, Jakarta Utara",75000,4.28,2025-06-03 22:23:08.056842
PASOLA - Hotel The Ritz Carlton Pacific Place,"Jepang,Eropa,Barat,Indonesia","Hotel The Ritz Carlton Pacific Place, Lantai 6
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.13,2025-06-03 22:23:08.311861
Le Quartier,Perancis,"Jl. Gunawarman No. 34, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.21,2025-06-03 22:23:08.557887
La Tierra XII Cafe & Bistro,Barat,"Jl. Bumi No. 12, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.4,2025-06-03 22:23:08.804827
Gomachi Japanese Butadon,Jepang,"Puri Indah Mall, Lantai 2
Jl. Puri Indah Raya, Puri, Jakarta Barat",75000,4.36,2025-06-03 22:23:09.055783
Sushi Tei,Jepang,"Lotte Mall Jakarta, Lantai 3
Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",150000,4.12,2025-06-03 22:23:09.312061
Chief Coffee,Kafe,"Jl. Kemang Raya No. 27D, Kemang, Jakarta Selatan",75000,4.11,2025-06-03 22:23:12.942523
Union,Barat,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.1,2025-06-03 22:23:13.214600
Haraku Ramen,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.19,2025-06-03 22:23:13.488176
Reddog,Korea,"Mal Kelapa Gading 3, Lantai 3, The Attic Garden
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.21,2025-06-03 22:23:13.719448
Le Ta Su Shabu - Shabu by Shaburi,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.51,2025-06-03 22:23:13.935086
Jowa,Korea,"La Maison Building, Lantai 1
Jl. Barito I No. 56, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.35,2025-06-03 22:23:14.133182
Teazzi,Minuman,"Mall of Indonesia, Lantai 1
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.33,2025-06-03 22:23:14.404763
Starbucks,Kafe,"Jl. Hayam Wuruk (Dekat Harmoni Exchange), Hayam Wuruk, Jakarta Pusat",75000,4.12,2025-06-03 22:23:14.666753
Pondok Kemangi,Indonesia,"Jl. Pluit Samudra No. 10, Pluit, Penjaringan, Jakarta Utara",150000,4.07,2025-06-03 22:23:14.923395
Berkala Coffee,Kafe,"Jl. Ampera Raya No. 1, Cilandak, Jakarta Selatan",50000,4.26,2025-06-03 22:23:15.187859
Oku Japanese Restaurant - Hotel Indonesia Kempinski,,"Hotel Indonesia Kempinski, Lantai Ground
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.3,2025-06-03 22:23:15.439117
Gaise Brunch & Bistro,Barat,"Ruko Beach Theme Park, Blok E No. 60
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.23,2025-06-03 22:23:15.675728
Ramen SeiRock-Ya,Jepang,"Mal Kelapa Gading 2, Lantai 2
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.19,2025-06-03 22:23:19.471616
Tsvaya,Kafe,"Ruko Grand Puri Niaga, Blok K6 No. 2K
Jl. Puri Kencana Raya, Puri, Jakarta Barat",75000,4.22,2025-06-03 22:23:19.737624
Dream Dates,Kafe,"Jl. KH Wahid Hasyim No. 37, Menteng, Jakarta Pusat",75000,4.2,2025-06-03 22:23:19.991665
Aomori Shokudo,Jepang,"Kuningan Village, Lantai Ground
Jl. Karbela Timur No. 1, Setiabudi, Jakarta Selatan",75000,4.19,2025-06-03 22:23:20.254258
Monsieur Spoon,Kafe,"Senayan City, Lantai Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.19,2025-06-03 22:23:20.493693
Union,Barat,"Plaza Senayan, Lantai 1, SOGO
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.09,2025-06-03 22:23:20.773326
Sushi Hiro,Jepang,"Jl. Suryo No. 24, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.12,2025-06-03 22:23:21.036381
Lewis & Carroll Tea,Kafe,"Jl. Bumi No. 4, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.13,2025-06-03 22:23:21.299273
Toscana,Italia,"Jl. Kemang Raya No. 120, Kemang, Jakarta Selatan",150000,4.22,2025-06-03 22:23:21.563025
Burger King,Barat,"Bellagio Boutique Mall, Lantai Ground, Kawasan Mega Kuningan
Jl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan",75000,4.6,2025-06-03 22:23:21.828869
Bel Etage - Hotel The St. Regis Jakarta,"Barat,Indonesia","Hotel The St. Regis Jakarta, Lantai 1
Jl. HR Rasuna Said Kav B/4, Setiabudi, Jakarta Selatan",200000,4.72,2025-06-03 22:23:22.100951
Ippeke Komachi,Jepang,"Mal Kelapa Gading 3, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.09,2025-06-03 22:23:22.365625
Ben Gong's Tea,Bubble Tea,"ASHTA District 8, Lantai Upper Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",50000,4.21,2025-06-03 22:23:26.014484
Tucano's Churrascaria Brazilian BBQ & Buffet,Brasil,"Senayan City, Lantai Lower Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",200000,4.17,2025-06-03 22:23:26.271044
Ben Gong's Tea,Kafe,"Ruko The Metro, Blok G8 Unit JU
Jl. Mandara Permai VII, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.14,2025-06-03 22:23:26.492037
Leon Goldstein,Barat,"Jl. Wijaya I No. 25A, Wijaya, Kebayoran Baru, Jakarta Selatan",150000,4.23,2025-06-03 22:23:26.571533
RM Pagi Sore,Indonesia,"Jl. Benda Bawah No. 75, Kemang, Jakarta Selatan",75000,4.32,2025-06-03 22:23:26.827252
Bakmi Naga,Indonesia,"City Plaza Jatinegara, Lantai Ground
Jl. Matraman Raya No. 173 - 175, Matraman, Jakarta Timur",75000,4.33,2025-06-03 22:23:27.072604
Sama Dengan,Kafe,"Kalibata City Square, Tower F
Jl. Kalibata Raya No. 1, Kalibata, Jakarta Selatan",75000,4.13,2025-06-03 22:23:27.322872
Ganesha Ek Sanskriti,India,"Center Park Building, BRI II, Lantai 9
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",150000,4.21,2025-06-03 22:23:27.583639
Mie Love U,China,"Jl. Mangga Raya No. 13, Green Ville, Jakarta Barat",50000,4.42,2025-06-03 22:23:27.738892
RamenYA!,Jepang,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,4.21,2025-06-03 22:23:27.975978
Hokkaido Izakaya,Jepang,"Apartemen Pavilion Sudirman, Lantai Ground
Jl. KH Mas Mansyur, Tanah Abang, Jakarta Pusat",150000,4.14,2025-06-03 22:23:28.242554
Haagen - Dazs,Es Krim,"Mal Kelapa Gading 1, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.23,2025-06-03 22:23:28.518838
Chicken Embassy,Kafe,"Jl. Kesehatan No. 42, Tanah Abang, Jakarta Pusat",75000,4.68,2025-06-03 22:23:32.170694
Mike Pizza,Italia,"Jl. Kemang Selatan VIII No. 51C, Kemang, Jakarta Selatan",150000,4.18,2025-06-03 22:23:32.424461
Mr. Fox,Barat,"Energy Building, Lantai Ground
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.14,2025-06-03 22:23:32.680934
Born Ga,Korea,"Jl. Bulungan Raya No. 14, Blok M, Kebayoran Baru, Jakarta Selatan",150000,4.51,2025-06-03 22:23:32.928473
Winglok Hongkong Dimsum,China,"Jl. Pangeran Antasari No. 88, Kemang, Jakarta Selatan",75000,4.06,2025-06-03 22:23:33.162986
Papa & Mama Bistro and Coffee,Kafe,"Ruko Beach Theme Park, Blok D No. 23
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.47,2025-06-03 22:23:33.441952
Sliced Pizzeria,Italia,"Jl. Terogong Raya No. 29, Pondok Indah, Jakarta Selatan",75000,4.17,2025-06-03 22:23:33.708308
Paulaner Brauhaus,Jerman,"Grand Indonesia Mall, Lantai 2, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.12,2025-06-03 22:23:33.970688
KINA,Kafe,"Jl. Birah II No. 82, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.13,2025-06-03 22:23:34.210839
Carbon,"Meksiko,Peru","MD Place, Lantai 11
Jl. Setiabudi Selatan No. 7, Setiabudi, Jakarta Selatan",200000,4.32,2025-06-03 22:23:34.467621
B'Steak Grill & Pancake,Barat,"Jl. Green Ville Blok AS No. 32, Green Ville, Jakarta Barat",150000,4.11,2025-06-03 22:23:34.742828
SiniLagi,Kafe,"Ruko Puri Kencana, Blok K7 No. 3U
Jl. Puri Kencana, Puri, Jakarta Barat",75000,4.15,2025-06-03 22:23:35.006828
Bistecca,Barat,"18 Parc SCBD, Tower C, Lantai Ground
Jl. Jenderal Sudirman Kav 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.26,2025-06-03 22:23:38.715949
The Green Door Kitchen,Barat,"Mahaka Square, Lantai Ground
Jl. Kelapa Nias Raya, Kelapa Gading, Jakarta Utara",150000,4.09,2025-06-03 22:23:38.981496
Hang Tuah Kopi & Toastery,Kafe,"Kuningan City, Lantai Upper Ground
Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",75000,4.36,2025-06-03 22:23:39.241571
The People's Cafe,Kafe,"Menara Rajawali, Lantai Ground, Kawasan Mega Kuningan
Jl. Dr. Ide Anak Agung Gde Agung, Kuningan, Jakarta Selatan",150000,4.25,2025-06-03 22:23:39.507296
Ganesha Ek Sanskriti,India,"Kemang Square, Lantai 2
Jl. Kemang Raya No. 3A, Kemang, Jakarta Selatan",150000,4.25,2025-06-03 22:23:39.769843
Nour Restaurant & Shisha,Arab/Timur Tengah,"Jl. Siaga Raya No. 44, Pasar Minggu, Jakarta Selatan",75000,4.31,2025-06-03 22:23:40.037938
Osteria Gia,Italia,"Plaza Indonesia, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.15,2025-06-03 22:23:40.299380
Wood & Brew Cafe,Kafe,"Jl. Tebet Timur Raya No. 8D, Tebet, Jakarta Selatan",75000,4.57,2025-06-03 22:23:40.563064
The RR Chocolate - Grand Sahid Jaya Hotel,Kafe,"Grand Sahid Jaya Hotel
Jl. Jenderal Sudirman Kav. 86, Sudirman, Jakarta Pusat",150000,4.4,2025-06-03 22:23:40.815468
Arts Cafe - Raffles Jakarta Hotel,Barat,"Raffles Jakarta Hotel, Lantai 1
Jl. Prof Dr Satrio No. 3 - 5, Karet Kuningan, Setiabudi, Jakarta Selatan",200000,4.15,2025-06-03 22:23:41.075054
Artikula Coffee & Eatery,Kafe,"Jl. Cilangkap Raya No. 46, Cipayung, Jakarta Timur",50000,4.19,2025-06-03 22:23:41.349701
Cafe Phyto Organic,Kafe,"Jl. Surya Mandala No. 10, Kebon Jeruk, Jakarta Barat",50000,4.22,2025-06-03 22:23:41.628555
Pizza Napoletana,Italia,"Jl. Kelapa Lilin IV Blok NG9 No. 3, Kelapa Gading, Jakarta Utara",75000,4.45,2025-06-03 22:23:45.267935
KOI The,Kafe,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.06,2025-06-03 22:23:45.526077
LOVEster Shack,Barat,"Jl. Terogong Raya No. 36, Pondok Indah, Jakarta Selatan",150000,4.2,2025-06-03 22:23:45.695716
Kongkow Coffee & Eatery,Kafe,"RDTX Tower, Lantai Ground
Jl. Prof Dr Satrio Kav. E4 No. 6, Karet Kuningan, Setiabudi, Jakarta Selatan",75000,4.16,2025-06-03 22:23:45.892217
Kenangan Heritage,Kafe,"Senayan City, Lantai Ground
Jl. Asia Afrika, Senayan, Jakarta Selatan",75000,4.17,2025-06-03 22:23:46.068924
PokenbiR,Barat,"Lippo Kuningan Building, Lantai Ground
Jl. HR Rasuna Said Kav. 12B, Kuningan, Jakarta Selatan",150000,4.06,2025-06-03 22:23:46.206306
Little House Baked Goods,Toko Roti,"Jl. Tebet Timur Dalam I No. 34, Tebet, Jakarta Selatan",50000,4.29,2025-06-03 22:23:46.301787
Din Tai Fung Chef's Table,China,"Puri Indah Mall, Lantai 2
Jl. Puri Indah Raya, Puri, Jakarta Barat",150000,4.2,2025-06-03 22:23:46.447924
Sakana,Jepang,"MidPlaza 1, Lantai Basement
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",200000,4.18,2025-06-03 22:23:46.636574
Pesisir Seafood,Indonesia,"Jl. Meruya Ilir No. 9, Meruya, Jakarta Barat",150000,4.22,2025-06-03 22:23:46.809451
August,Barat,"Sequis Tower, Lantai Ground
Jl. Jenderal Sudirman Kav. 71, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.6,2025-06-03 22:23:46.940491
Baby Dutch Pancake,Kafe,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.13,2025-06-03 22:23:47.046089
Maketh Coffee & Eatery,Kafe,"Jl. Danau Agung II Blok C18 No. 15A, Sunter, Jakarta Utara",75000,4.11,2025-06-03 22:23:50.816795
Dia Honest Coffee and Bakes,Kafe,"Jl. Taman Daan Mogot I No. 5, Tanjung Duren, Jakarta Barat",75000,4.22,2025-06-03 22:23:51.072728
UKI Matcha,Kafe,"SCBD Park, Lot 6
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",75000,4.25,2025-06-03 22:23:51.269867
Tom's by Tom Aikens - Hotel The Langham Jakarta,,"Hotel The Langham Jakarta, Lantai 62
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.27,2025-06-03 22:23:51.489161
N.O.B Cafe & Patisserie,Kafe,"Mal Kelapa Gading 1, Lantai Ground
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",150000,4.26,2025-06-03 22:23:51.765666
Cwims,Indonesia,"Jl. Tebet Raya No. 52B, Tebet, Jakarta Selatan",50000,4.26,2025-06-03 22:23:52.014088
McDonald's,,"Jl. Mampang Prapatan No. 90, Mampang, Jakarta Selatan",50000,4.2,2025-06-03 22:23:52.266875
Midori Coffee,Kafe,"Jl. KH Wahid Hasyim No. 106, Menteng, Jakarta Pusat",50000,4.4,2025-06-03 22:23:52.538623
Kintaro Sushi,Jepang,"Jl. Suryo No. 20, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.11,2025-06-03 22:23:52.806309
Honest Spoon,Es Krim,"Jl. Tebet Raya No. 31, Tebet, Jakarta Selatan",50000,4.25,2025-06-03 22:23:53.075676
Marugame Udon,Jepang,"The Park Pejaten, Lantai Ground
Jl. Warung Jati Barat, Pasar Minggu, Jakarta Selatan",75000,4.43,2025-06-03 22:23:53.349127
Nure House,Kafe,"Jl. Raya Kelapa Dua Wetan No. 12, Ciracas, Jakarta Timur",50000,4.47,2025-06-03 22:23:53.612869
Shu Guo Yin Xiang,China,"Plaza Indonesia, Lantai 4
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.24,2025-06-03 22:23:57.373924
Teazzi,Minuman,"Puri Indah Mall, Lantai 2
Jl. Puri Indah Raya, Puri, Jakarta Barat",50000,4.16,2025-06-03 22:23:57.478659
Terasa,Kafe,"Jl. Cempaka Putih Tengah II No. F34, Cempaka Putih, Jakarta Pusat",75000,4.68,2025-06-03 22:23:57.716292
Pondok Nusantara,Indonesia,"Ruko Garden House, Blok B No. 9, Bukit Golf Mediterania
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.68,2025-06-03 22:23:57.985308
Emilia Cucina Italiana,Italia,"Segitiga Pondok Indah
Jl. Gedung Hijau Raya, Pondok Indah, Jakarta Selatan",150000,4.68,2025-06-03 22:23:58.254025
Lugua Cafe,Kafe,"Segitiga Pondok Indah
Jl. Gedung Hijau Raya, Pondok Indah, Jakarta Selatan",150000,4.68,2025-06-03 22:23:58.524483
Ramen SeiRock-Ya,Jepang,"Jl. KH Ahmad Dahlan No. 22A, Gandaria, Jakarta Selatan",75000,4.1,2025-06-03 22:23:58.799886
